headword	id	sort_order	re1	re2	n_cum_1	n_seq_1	n_ic_cum_1	n_ic_seq_1	n_cum_2	n_seq_2	n_ic_cum_2	n_ic_seq_2	n_manual	n_manual_cmt	n_final	main_form	related_headword	dewk_main_form_on_variant	link_de	link_en
einander die Bälle zuspielen	783	783	die Bälle + \bzu(\b|s|z|g) + spiel		7	37 -> 12 -> 7	8	37 -> 13 -> 8							7				https://de.wiktionary.org/wiki/einander_die_B%C3%A4lle_zuspielen	
einander nichts schenken	784	784	einander + nichts + schenk		0	963 -> 2 -> 0	0	963 -> 2 -> 0							0	sich nichts schenken		sich nichts schenken	https://de.wiktionary.org/wiki/einander_nichts_schenken	
eine Aktie zeichnen	785	785	eine Akite + zeichn		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/eine_Aktie_zeichnen	
eine andere Sprache sprechen	786	786	eine andere Sprache + SPRECHEN		10	24 -> 10	24	24 -> 24							10				https://de.wiktionary.org/wiki/eine_andere_Sprache_sprechen	
eine Anleihe zeichnen	787	787	eine Anleihe + zeichn		1	42 -> 1	1	42 -> 1							1				https://de.wiktionary.org/wiki/eine_Anleihe_zeichnen	
eine Bauchlandung machen	788	788	eine Bauchlandung + MACHEN		0	1 -> 0	0	1 -> 0							0				https://de.wiktionary.org/wiki/eine_Bauchlandung_machen	
eine bittere Pille schlucken müssen	789	789	eine bittere Pille + schluck	eine bittere Pille + schlucken + MÜSSEN	0	0 -> 0	0	0 -> 0	0	0 -> 0 -> 0	0	0 -> 0 -> 0			0				https://de.wiktionary.org/wiki/eine_bittere_Pille_schlucken_m%C3%BCssen	
eine deutliche Sprache sprechen	790	790	eine deutliche Sprache + SPRECHEN	eine klare Sprache + SPRECHEN	2	2 -> 2	2	2 -> 2	2	3 -> 2	3	3 -> 3			2				https://de.wiktionary.org/wiki/eine_deutliche_Sprache_sprechen	
eine dicke Lippe riskieren	791	791	eine dicke Lippe + riskier		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/eine_dicke_Lippe_riskieren	
eine Doktorarbeit aus etwas machen	792	792	eine Doktorarbeit aus + MACHEN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/eine_Doktorarbeit_aus_etwas_machen	
eine Frau von Welt	793	793	Frau von Welt	eine Frau von Welt	0	0	0	0	0	0	0	0			0	ein Mann von Welt			https://de.wiktionary.org/wiki/eine_Frau_von_Welt	
eine gute Figur machen	794	794	eine gute Figur + MACHEN		4	7 -> 4	4	7 -> 4							4				https://de.wiktionary.org/wiki/eine_gute_Figur_machen	
eine halbe Portion	795	795	eine halbe Portion+ MANUAL_REVIEW	halbe\w* Portion + MANUAL_REVIEW	1	1 -> 1	1	1 -> 1	1	1 -> 1	1	1 -> 1			1				https://de.wiktionary.org/wiki/eine_halbe_Portion	
eine harte Nuss zu knacken haben	796	796	eine harte Nuss zu knacken		0	0	0	0							0	harte Nuss			https://de.wiktionary.org/wiki/eine_harte_Nuss_zu_knacken_haben	https://en.wiktionary.org/wiki/eine_harte_Nuss_zu_knacken_haben
eine heilige Kuh schlachten	797	797	heilige Kuh + schlacht		0	1 -> 0	0	1 -> 0							0				https://de.wiktionary.org/wiki/eine_heilige_Kuh_schlachten	
eine Lage schmeißen	798	798	eine Lage + SCHMEIẞEN		0	30 -> 0	0	30 -> 0							0				https://de.wiktionary.org/wiki/eine_Lage_schmei%C3%9Fen	
eine lange Leitung haben	799	799	eine lange Leitung + HABEN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/eine_lange_Leitung_haben	
eine Lanze brechen	800	800	eine Lanze + BRECHEN		6	28 -> 6	6	28 -> 6							6				https://de.wiktionary.org/wiki/eine_Lanze_brechen	https://en.wiktionary.org/wiki/eine_Lanze_brechen
eine Leiche im Keller haben	801	801	Leichen? + im Keller + MANUAL_REVIEW		6	1562 -> 6 -> 6	6	1562 -> 6 -> 6							6	eine Leiche im Keller haben			https://de.wiktionary.org/wiki/eine_Leiche_im_Keller_haben	
eine Meise haben	802	802	eine Meise + HABEN		1	1 -> 1	1	1 -> 1							1				https://de.wiktionary.org/wiki/eine_Meise_haben	
eine Mütze Schlaf	803	803	Mütze Schlaf	eine Mütze Schlaf	0	0	0	0	0	0	0	0			0				https://de.wiktionary.org/wiki/eine_M%C3%BCtze_Schlaf	
eine Nacht darüber schlafen	804	804	eine Nacht d(a)?rüber + SCHLAFEN		2	3 -> 2	2	3 -> 2							2				https://de.wiktionary.org/wiki/eine_Nacht_dar%C3%BCber_schlafen	
eine Nadel fallen hören können	805	805	eine Nadel + fallen hören + KÖNNEN		0	15 -> 0 -> 0	0	15 -> 0 -> 0							0				https://de.wiktionary.org/wiki/eine_Nadel_fallen_h%C3%B6ren_k%C3%B6nnen	
eine Party schmeißen	806	806	eine Party + SCHMEIẞEN		1	51 -> 1	1	51 -> 1							1				https://de.wiktionary.org/wiki/eine_Party_schmei%C3%9Fen	
eine rauchen	807	807	eine + RAUCHEN + MANUAL_REVIEW		72	509517 -> 72 -> 72	346	509523 -> 346 -> 346					0	0/72	0	eine rauchen			https://de.wiktionary.org/wiki/eine_rauchen	
eine Rolle spielen	808	808	eine Rolle + spiel		1496	1808 -> 1496	1505	1808 -> 1505							1496	eine Rolle spielen			https://de.wiktionary.org/wiki/eine_Rolle_spielen	
eine ruhige Kugel schieben	809	809	ruhige Kugel + SCHIEBEN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/eine_ruhige_Kugel_schieben	
eine Schlange am Busen nähren	810	810	eine Schlange am Busen + nähr		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/eine_Schlange_am_Busen_n%C3%A4hren	
eine Schraube locker haben	811	811	eine Schraube locker + HABEN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/eine_Schraube_locker_haben	https://en.wiktionary.org/wiki/eine_Schraube_locker_haben
eine schöne Leich	812	812	eine schöne Leich	schöne\w* Leich	0	0	0	0	0	0	0	0			0				https://de.wiktionary.org/wiki/eine_sch%C3%B6ne_Leich	
eine sichere Bank sein	813	813	eine sichere Bank + SEIN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/eine_sichere_Bank_sein	
eine Standpauke halten	814	814	eine Standpauke + HALTEN		3	3 -> 3	3	3 -> 3							3				https://de.wiktionary.org/wiki/eine_Standpauke_halten	
eine weiße Weste haben	815	815	eine weiße Weste		4	4	4	4							4				https://de.wiktionary.org/wiki/eine_wei%C3%9Fe_Weste_haben	
eine Wissenschaft für sich sein	816	816	eine Wissenschaft + für SICHA + SEIN		0	15 -> 0 -> 0	0	15 -> 0 -> 0							0				https://de.wiktionary.org/wiki/eine_Wissenschaft_f%C3%BCr_sich_sein	
einem nackten Mann in die Tasche fassen	817	817	einem nackten Mann + in die Tasche + fass	einem nackten Mann + in die Tasche	0	0 -> 0 -> 0	0	0 -> 0 -> 0	0	0 -> 0	0	0 -> 0			0	einem nackten Mann in die Tasche greifen		einem nackten Mann in die Tasche greifen	https://de.wiktionary.org/wiki/einem_nackten_Mann_in_die_Tasche_fassen	
einem nackten Mann in die Tasche greifen	818	818	einem nackten Mann in die Tasche + GREIFEN	einem nackten Mann + in die Tasche	0	0 -> 0	0	0 -> 0	0	0 -> 0	0	0 -> 0			0	einem nackten Mann in die Tasche greifen			https://de.wiktionary.org/wiki/einem_nackten_Mann_in_die_Tasche_greifen	
einem Schatten nachjagen	819	819	einem Schatten + \bnach(\b|j|z|g) + jag		0	3 -> 0 -> 0	0	3 -> 0 -> 0							0				https://de.wiktionary.org/wiki/einem_Schatten_nachjagen	
einen abbeißen	820	820	einen + \bab(\b|b|z|g) + _BEIẞEN + MANUAL_REVIEW		6	179566 -> 7477 -> 6 -> 6	10	179567 -> 9287 -> 10 -> 10							6				https://de.wiktionary.org/wiki/einen_abbei%C3%9Fen	
einen Abflug machen	821	821	einen Abflug + MACHEN		1	1 -> 1	1	1 -> 1							1	einen Abflug machen	einen Abgang machen		https://de.wiktionary.org/wiki/einen_Abflug_machen	
einen Abgang machen	822	822	einen Abgang + MACHEN	Abgang + MACHEN	0	4 -> 0	0	4 -> 0	5	307 -> 5	6	307 -> 6			0	einen Abgang machen	einen Abgang machen		https://de.wiktionary.org/wiki/einen_Abgang_machen	
einen abseilen	823	823	einen + \bab(\b|s|z|g) + seil		12	179566 -> 8962 -> 12	37	179567 -> 13818 -> 37							12				https://de.wiktionary.org/wiki/einen_abseilen	https://en.wiktionary.org/wiki/einen_abseilen
einen alten Zopf abschneiden	824	824	einen alten Zopf + \bab(\b|s|z|g) + _SCHNEIDEN		0	0 -> 0 -> 0	0	0 -> 0 -> 0							0	alte Zöpfe abschneiden		alte Zöpfe abschneiden	https://de.wiktionary.org/wiki/einen_alten_Zopf_abschneiden	
einen am Rad haben	825	825	einen am Rad + HABEN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/einen_am_Rad_haben	
einen an der Klatsche haben	826	826	einen an der Klatsche + HABEN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/einen_an_der_Klatsche_haben	https://en.wiktionary.org/wiki/einen_an_der_Klatsche_haben
einen Ausflug halten	827	827	einen Ausflug + HALTEN		0	55 -> 0	0	55 -> 0							0				https://de.wiktionary.org/wiki/einen_Ausflug_halten	
einen Bart haben	828	828	einen Bart + HABEN		4	15 -> 4	4	15 -> 4							4				https://de.wiktionary.org/wiki/einen_Bart_haben	
einen Besen fressen	829	829	einen Besen + FRESSEN		0	4 -> 0	0	4 -> 0							0				https://de.wiktionary.org/wiki/einen_Besen_fressen	
einen Blick werfen	830	830	einen Blick + WERFEN		38	180 -> 38	39	180 -> 39							38				https://de.wiktionary.org/wiki/einen_Blick_werfen	https://en.wiktionary.org/wiki/einen_Blick_werfen
einen Braten in der Röhre haben	831	831	einen Braten in der Röhre + HABEN		0	0 -> 0	0	0 -> 0							0		guter Hoffnung sein		https://de.wiktionary.org/wiki/einen_Braten_in_der_R%C3%B6hre_haben	https://en.wiktionary.org/wiki/einen_Braten_in_der_R%C3%B6hre_haben
einen Clown gefrühstückt haben	832	832	einen Clown + gefrühstückt + HABEN		0	2 -> 0 -> 0	0	2 -> 0 -> 0							0				https://de.wiktionary.org/wiki/einen_Clown_gefr%C3%BChst%C3%BCckt_haben	
einen Dachschaden haben	833	833	einen Dachschaden + HABEN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/einen_Dachschaden_haben	https://en.wiktionary.org/wiki/einen_Dachschaden_haben
einen fahren lassen	834	834	einen fahren + LASSEN		0	1 -> 0	0	1 -> 0							0	einen fahren lassen			https://de.wiktionary.org/wiki/einen_fahren_lassen	https://en.wiktionary.org/wiki/einen_fahren_lassen
einen fahrenlassen	835	835	einen fahrenl + MANUAL_REVIEW		0	0 -> 0	0	0 -> 0							0	einen fahren lassen		einen fahren lassen	https://de.wiktionary.org/wiki/einen_fahrenlassen	
einen Fleischergang machen	836	836	einen Fleischergang + MACHEN		0	0 -> 0	0	0 -> 0							0	einen Metzgersgang machen		einen Metzgersgang machen	https://de.wiktionary.org/wiki/einen_Fleischergang_machen	
einen fliegen lassen	837	837	einen fliegen + LASSEN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/einen_fliegen_lassen	https://en.wiktionary.org/wiki/einen_fliegen_lassen
einen Frosch im Hals haben	838	838	einen Frosch im Hals + HABEN		0	0 -> 0	0	0 -> 0							0	einen Frosch im Hals haben			https://de.wiktionary.org/wiki/einen_Frosch_im_Hals_haben	https://en.wiktionary.org/wiki/einen_Frosch_im_Hals_haben
einen Frosch im Halse haben	839	839	einen Frosch im Halse + HABEN		0	0 -> 0	0	0 -> 0							0	einen Frosch im Hals haben		einen Frosch im Hals haben	https://de.wiktionary.org/wiki/einen_Frosch_im_Halse_haben	
einen Gang hochschalten	840	840	einen Gang + \bhoch(\b|s|z|g) + schalt		0	38 -> 0 -> 0	0	38 -> 0 -> 0							0				https://de.wiktionary.org/wiki/einen_Gang_hochschalten	
einen grünen Daumen haben	841	841	einen grünen Daumen + HABEN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/einen_gr%C3%BCnen_Daumen_haben	
einen guten Schnitt machen	842	842	einen guten Schnitt + MACHEN		0	0 -> 0	0	0 -> 0							0	einen Schnitt machen			https://de.wiktionary.org/wiki/einen_guten_Schnitt_machen	
einen Hermann machen	843	843	einen Hermann + MACHEN		0	1 -> 0	0	1 -> 0							0				https://de.wiktionary.org/wiki/einen_Hermann_machen	
einen Hund aus dem Ofen locken	844	844	einen Hund + aus dem Ofen + lock		0	58 -> 0 -> 0	0	58 -> 0 -> 0							0				https://de.wiktionary.org/wiki/einen_Hund_aus_dem_Ofen_locken	
einen im Tee haben	845	845	einen im Tee + HABEN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/einen_im_Tee_haben	https://en.wiktionary.org/wiki/einen_im_Tee_haben
einen in der Krone haben	846	846	einen in der Krone + HABEN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/einen_in_der_Krone_haben	
einen Kloß im Hals haben	847	847	einen Kloß im Hals + HABEN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/einen_Klo%C3%9F_im_Hals_haben	
einen Knall haben	848	848	einen Knall + HABEN		0	2 -> 0	0	2 -> 0							0				https://de.wiktionary.org/wiki/einen_Knall_haben	
einen Korb bekommen	849	849	einen Korb + BEKOMMEN		1	30 -> 1	1	30 -> 1							1	einen Korb bekommen	jemandem einen Korb geben		https://de.wiktionary.org/wiki/einen_Korb_bekommen	
einen Korb kriegen	850	850	einen Korb + KRIEGEN		0	30 -> 0	0	30 -> 0							0	einen Korb bekommen	jemandem einen Korb geben		https://de.wiktionary.org/wiki/einen_Korb_kriegen	https://en.wiktionary.org/wiki/einen_Korb_kriegen
einen Krebs fangen	851	851	einen Krebs + FANGEN		0	2 -> 0	0	2 -> 0							0				https://de.wiktionary.org/wiki/einen_Krebs_fangen	https://en.wiktionary.org/wiki/einen_Krebs_fangen
einen kühlen Kopf bewahren	852	852	einen kühlen Kopf + bewahr	einen kühlen Kopf + BEHALTEN	2	3 -> 2	2	3 -> 2	1	3 -> 1	1	3 -> 1			2				https://de.wiktionary.org/wiki/einen_k%C3%BChlen_Kopf_bewahren	https://en.wiktionary.org/wiki/einen_k%C3%BChlen_Kopf_bewahren
einen Lauf haben	853	853	einen Lauf + HABEN		4	20 -> 4	4	20 -> 4							4				https://de.wiktionary.org/wiki/einen_Lauf_haben	https://en.wiktionary.org/wiki/einen_Lauf_haben
einen Metzgergang machen	854	854	einen Metzgergang + MACHEN		0	0 -> 0	0	0 -> 0							0	einen Metzgersgang machen		einen Metzgersgang machen	https://de.wiktionary.org/wiki/einen_Metzgergang_machen	
einen Metzgersgang machen	855	855	einen Metzgersgang + MACHEN		0	0 -> 0	0	0 -> 0							0	einen Metzgersgang machen			https://de.wiktionary.org/wiki/einen_Metzgersgang_machen	
einen Mohren weiß waschen wollen	856	856	einen Mohren + weiß + waschen + WOLLEN		0	1 -> 0 -> 0 -> 0	0	1 -> 0 -> 0 -> 0							0				https://de.wiktionary.org/wiki/einen_Mohren_wei%C3%9F_waschen_wollen	
einen Narren an jemandem gefressen haben	857	857	\b(Narren|Närrin)\b + gefressen		0	125 -> 0	0	128 -> 0							0				https://de.wiktionary.org/wiki/einen_Narren_an_jemandem_gefressen_haben	
einen Neger abseilen	858	858	einen Neger + \bab(\b|s|z|g) + seil		0	0 -> 0 -> 0	0	0 -> 0 -> 0							0				https://de.wiktionary.org/wiki/einen_Neger_abseilen	https://en.wiktionary.org/wiki/einen_Neger_abseilen
einen Pik auf jemanden haben	859	859	einen Pik auf + HABEN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/einen_Pik_auf_jemanden_haben	
einen rauchen	860	860	einen + RAUCHEN + MANUAL_REVIEW		29	179566 -> 29 -> 29	122	179567 -> 122 -> 122					0	0/29	0	eine rauchen			https://de.wiktionary.org/wiki/einen_rauchen	
einen Reif anstecken	861	861	einen Reif + \ban(\b|s|z|g) + _STECKEN		0	1 -> 0 -> 0	0	1 -> 0 -> 0							0	einen Reif anstecken			https://de.wiktionary.org/wiki/einen_Reif_anstecken	
einen Reif ausstecken	862	862	einen Reif + \baus(\b|s|z|g) + _STECKEN		0	1 -> 1 -> 0	0	1 -> 1 -> 0							0	einen Reif anstecken		einen Reif anstecken	https://de.wiktionary.org/wiki/einen_Reif_ausstecken	
einen runterholen	863	863	einen + \brunter(\b|h|z|g) + _HOLEN		2	179566 -> 9 -> 2	2	179567 -> 10 -> 2							2				https://de.wiktionary.org/wiki/einen_runterholen	
einen Rückzieher machen	864	864	einen Rückzieher + MACHEN		12	12 -> 12	12	12 -> 12							12				https://de.wiktionary.org/wiki/einen_R%C3%BCckzieher_machen	https://en.wiktionary.org/wiki/einen_R%C3%BCckzieher_machen
einen Schatten haben	865	865	einen Schatten + HABEN		2	16 -> 2	2	16 -> 2							2				https://de.wiktionary.org/wiki/einen_Schatten_haben	
einen Schlachtergang machen	866	866	einen Schlachtergang + MACHEN		0	0 -> 0	0	0 -> 0							0	einen Metzgersgang machen		einen Metzgersgang machen	https://de.wiktionary.org/wiki/einen_Schlachtergang_machen	
einen Schlussstrich ziehen	867	867	einen Schlusstrich + ZIEHEN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/einen_Schlussstrich_ziehen	https://en.wiktionary.org/wiki/einen_Schlussstrich_ziehen
einen Schmarren	868	868	einen Schmarren		0	0	0	0							0				https://de.wiktionary.org/wiki/einen_Schmarren	
einen Schnitt machen	869	869	einen Schnitt + MACHEN		2	72 -> 2	2	72 -> 2							2	einen Schnitt machen		einen guten Schnitt machen	https://de.wiktionary.org/wiki/einen_Schnitt_machen	
einen sitzen haben	870	870	einen sitzen + HABEN		0	1 -> 0	0	1 -> 0							0				https://de.wiktionary.org/wiki/einen_sitzen_haben	
einen Sprung in der Schüssel haben	871	871	einen Sprung in der Schüssel + HABEN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/einen_Sprung_in_der_Sch%C3%BCssel_haben	
einen Stock im Arsch haben	872	872	einen Stock im Arsch + HABEN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/einen_Stock_im_Arsch_haben	
einen Türken bauen	873	873	einen Türken + BAUEN + MANUAL_REVIEW		0	2 -> 0 -> 0	0	2 -> 0 -> 0							0				https://de.wiktionary.org/wiki/einen_T%C3%BCrken_bauen	
einen Versuchsballon starten	874	874	einen Versuchsballon + start		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/einen_Versuchsballon_starten	
einen Vogel haben	875	875	einen Vogel + HABEN + MANUAL_REVIEW		4	34 -> 4 -> 4	4	34 -> 4 -> 4							4				https://de.wiktionary.org/wiki/einen_Vogel_haben	https://en.wiktionary.org/wiki/einen_Vogel_haben
einen Zahn zulegen	876	876	Zahn zu(\b|leg|zulegen|gelegt) + _LEGEN	einen Zahn zu(\b|leg|zulegen|gelegt) + _LEGEN	3	14 -> 3	3	18 -> 3	2	2 -> 2	3	3 -> 3			3		Gas geben		https://de.wiktionary.org/wiki/einen_Zahn_zulegen	https://en.wiktionary.org/wiki/einen_Zahn_zulegen
einen zur Brust nehmen	877	877	einen + zur Brust + NEHMEN		0	179566 -> 4 -> 0	0	179567 -> 4 -> 0							0				https://de.wiktionary.org/wiki/einen_zur_Brust_nehmen	
einer Sache auf den Grund gehen	878	878	auf den Grund + GEHEN		57	92 -> 57	58	92 -> 58							57				https://de.wiktionary.org/wiki/einer_Sache_auf_den_Grund_gehen	https://en.wiktionary.org/wiki/einer_Sache_auf_den_Grund_gehen
einer Sache freien Lauf lassen	879	879	freien Lauf + LASSEN		44	50 -> 44	44	50 -> 44							44	einer Sache freien Lauf lassen			https://de.wiktionary.org/wiki/einer_Sache_freien_Lauf_lassen	
einer Sache ihren Lauf lassen	880	880	SEINMA Lauf + LASSEN		3	157 -> 3	3	157 -> 3							3	einer Sache freien Lauf lassen		einer Sache freien Lauf lassen	https://de.wiktionary.org/wiki/einer_Sache_ihren_Lauf_lassen	
einmal hü und einmal hott sagen	881	881	einmal hü und einmal hott + SAGEN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/einmal_h%C3%BC_und_einmal_hott_sagen	
einmal mehr	882	882	einmal mehr		187	187	187	187							187				https://de.wiktionary.org/wiki/einmal_mehr	
einpacken können	883	883	einpacken + KÖNNEN		1	4 -> 1	1	4 -> 1							1				https://de.wiktionary.org/wiki/einpacken_k%C3%B6nnen	
eins a	884	884	eins a		1	1	1	1							1				https://de.wiktionary.org/wiki/eins_a	
eins auf den Pelz brennen	885	885	auf den Pelz + BRENNEN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/eins_auf_den_Pelz_brennen	
eins hinter die Löffel geben	886	886	eins hinter die Löffel + GEBEN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/eins_hinter_die_L%C3%B6ffel_geben	
eins und eins zusammenzählen	887	887	eins und eins + zusammen	zwei und zwei + zusammen	1	2 -> 1	1	3 -> 1	0	2 -> 0	0	2 -> 0			1				https://de.wiktionary.org/wiki/eins_und_eins_zusammenz%C3%A4hlen	
einschlagen wie eine Bombe	888	888	wie eine Bombe + \bein(\b|schl.g|zuschlagen|geschlagen) + _SCHLAGEN	wie eine Bombe + \bein(\b|s|z|g) + _SCHLAGEN	4	6 -> 4 -> 4	4	6 -> 4 -> 4	4	6 -> 4 -> 4	4	6 -> 4 -> 4			4				https://de.wiktionary.org/wiki/einschlagen_wie_eine_Bombe	
einstürzen wie ein Kartenhaus	889	889	wie ein Kartenhaus		0	0	0	0							0				https://de.wiktionary.org/wiki/einst%C3%BCrzen_wie_ein_Kartenhaus	
einzig und allein	890	890	einzig und allein		54	54	54	54							54				https://de.wiktionary.org/wiki/einzig_und_allein	
empfindlich wie eine Mimose sein	891	891	empfindlich + wie eine Mimose		0	296 -> 0	0	296 -> 0							0				https://de.wiktionary.org/wiki/empfindlich_wie_eine_Mimose_sein	
erfroren sind schon viele, aber erstunken ist noch keiner	892	892	erfroren sind schon viele + erstunken + noch + keiner		0	0 -> 0 -> 0 -> 0	0	0 -> 0 -> 0 -> 0							0				https://de.wiktionary.org/wiki/erfroren_sind_schon_viele%2C_aber_erstunken_ist_noch_keiner	https://en.wiktionary.org/wiki/erfroren_sind_schon_viele%2C_aber_erstunken_ist_noch_keiner
erlaubt ist, was gefällt	893	893	erlaubt ist, was gefällt		2	2	2	2							2				https://de.wiktionary.org/wiki/erlaubt_ist%2C_was_gef%C3%A4llt	
erste Sahne sein	894	894	erste Sahne + SEIN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/erste_Sahne_sein	
Erster von hinten	895	895	Erster von hinten		0	0	0	0							0				https://de.wiktionary.org/wiki/Erster_von_hinten	
erstunken und erlogen	896	896	erstunken und erlogen		0	0	0	0							0				https://de.wiktionary.org/wiki/erstunken_und_erlogen	https://en.wiktionary.org/wiki/erstunken_und_erlogen
es darauf ankommen lassen	897	897	es + darauf ankommen + LASSEN		0	267944 -> 4 -> 0	0	268143 -> 4 -> 0							0	es darauf ankommen lassen	es kommt darauf an		https://de.wiktionary.org/wiki/es_darauf_ankommen_lassen	
es drauf ankommen lassen	898	898	es + drauf ankommen + LASSEN		0	267944 -> 0 -> 0	0	268143 -> 0 -> 0							0	es darauf ankommen lassen	es kommt darauf an	es darauf ankommen lassen	https://de.wiktionary.org/wiki/es_drauf_ankommen_lassen	
es faustdick hinter den Ohren haben	899	899	faustdick hinter den Ohren + HABEN		3	3 -> 3	3	3 -> 3							3				https://de.wiktionary.org/wiki/es_faustdick_hinter_den_Ohren_haben	https://en.wiktionary.org/wiki/es_faustdick_hinter_den_Ohren_haben
es geht die Rede	900	900	es + die Rede + GEHEN		8	267944 -> 86 -> 8	8	268143 -> 86 -> 8							8				https://de.wiktionary.org/wiki/es_geht_die_Rede	
es geht um die Wurst	901	901	um die Wurst + GEHEN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/es_geht_um_die_Wurst	
es ist höchste Eisenbahn	902	902	höchste Eisenbahn + SEIN		1	3 -> 1	1	3 -> 1							1				https://de.wiktionary.org/wiki/es_ist_h%C3%B6chste_Eisenbahn	
es ist um jemanden geschehen	903	903	um + geschehen + SEIN + MANUAL_REVIEW		58	175135 -> 144 -> 58 -> 58	58	175164 -> 144 -> 58 -> 58					13	13/58	13				https://de.wiktionary.org/wiki/es_ist_um_jemanden_geschehen	
